Product,Market,Month,Value
929S,Italy,Mar-08,52
929S,Italy,Apr-08,56
929S,Italy,May-08,54
929S,Italy,Jun-08,49
929S,Italy,Jul-08,50
929S,Italy,Aug-08,53
929S,Italy,Sep-08,53
929S,Italy,Oct-08,50
929S,Italy,Nov-08,47
929S,Italy,Dec-08,52
929S,China,Jan-07,67
929S,China,Feb-07,67
929S,China,Mar-07,71
929S,China,Apr-07,75
929S,China,May-07,70
929S,China,Jun-07,77
929S,China,Jul-07,75
929S,China,Aug-07,78
929S,China,Sep-07,71
929S,China,Oct-07,74
929S,China,Nov-07,75
929S,China,Dec-07,72
929S,China,Jan-08,77
929S,China,Feb-08,80
929S,China,Mar-08,78
929S,China,Apr-08,81
929S,China,May-08,82
929S,China,Jun-08,80
929S,China,Jul-08,79
929S,China,Aug-08,85
929S,China,Sep-08,85
929S,China,Oct-08,85
929S,China,Nov-08,78
929S,China,Dec-08,87
929S,Japan,Jan-07,22
929S,Japan,Feb-07,23
929S,Japan,Mar-07,23
929S,Japan,Apr-07,25
929S,Japan,May-07,23
929S,Japan,Jun-07,25
929S,Japan,Jul-07,26
929S,Japan,Aug-07,23
929S,Japan,Sep-07,25
929S,Japan,Oct-07,24
929S,Japan,Nov-07,29
929S,Japan,Dec-07,33
929S,Japan,Jan-08,29
929S,Japan,Feb-08,32
929S,Japan,Mar-08,34
929S,Japan,Apr-08,30
929S,Japan,May-08,25
929S,Japan,Jun-08,33
929S,Japan,Jul-08,28
929S,Japan,Aug-08,28
929S,Japan,Sep-08,27
929S,Japan,Oct-08,30
929S,Japan,Nov-08,36
929S,Japan,Dec-08,36
996S,US,Jan-07,70
996S,US,Feb-07,68
996S,US,Mar-07,68
996S,US,Apr-07,72
996S,US,May-07,79
996S,US,Jun-07,79
996S,US,Jul-07,78
996S,US,Aug-07,80
996S,US,Sep-07,82
996S,US,Oct-07,87
996S,US,Nov-07,88
996S,US,Dec-07,85
996S,US,Jan-08,88
996S,US,Feb-08,91
996S,US,Mar-08,94
996S,US,Apr-08,100
996S,US,May-08,107
996S,US,Jun-08,104
996S,US,Jul-08,97
996S,US,Aug-08,102
996S,US,Sep-08,102
996S,US,Oct-08,113
996S,US,Nov-08,110
996S,US,Dec-08,109
996S,Canada,Jan-07,87
996S,Canada,Feb-07,91
996S,Canada,Mar-07,90
996S,Canada,Apr-07,99
996S,Canada,May-07,99
996S,Canada,Jun-07,102
996S,Canada,Jul-07,106
996S,Canada,Aug-07,101
996S,Canada,Sep-07,111
996S,Canada,Oct-07,115
996S,Canada,Nov-07,117
996S,Canada,Dec-07,115
996S,Canada,Jan-08,120
996S,Canada,Feb-08,123
996S,Canada,Mar-08,129
996S,Canada,Apr-08,131
996S,Canada,May-08,135
996S,Canada,Jun-08,141
996S,Canada,Jul-08,134
996S,Canada,Aug-08,138
996S,Canada,Sep-08,146
996S,Canada,Oct-08,148
996S,Canada,Nov-08,148
996S,Canada,Dec-08,152
996S,Brazil,Jan-07,10
996S,Brazil,Feb-07,8
996S,Brazil,Mar-07,12
996S,Brazil,Apr-07,8
996S,Brazil,May-07,10
996S,Brazil,Jun-07,6
996S,Brazil,Jul-07,14
996S,Brazil,Aug-07,15
996S,Brazil,Sep-07,12
996S,Brazil,Oct-07,10
996S,Brazil,Nov-07,13
996S,Brazil,Dec-07,12
996S,Brazil,Jan-08,12
996S,Brazil,Feb-08,10
996S,Brazil,Mar-08,17
996S,Brazil,Apr-08,9
996S,Brazil,May-08,14
996S,Brazil,Jun-08,10
996S,Brazil,Jul-08,14
996S,Brazil,Aug-08,10
996S,Brazil,Sep-08,12
996S,Brazil,Oct-08,18
996S,Brazil,Nov-08,13
996S,Brazil,Dec-08,14
996S,Argentina,Jan-07,96
996S,Argentina,Feb-07,95
996S,Argentina,Mar-07,105
996S,Argentina,Apr-07,99
996S,Argentina,May-07,106
996S,Argentina,Jun-07,112
996S,Argentina,Jul-07,105
996S,Argentina,Aug-07,115
996S,Argentina,Sep-07,111
996S,Argentina,Oct-07,114
996S,Argentina,Nov-07,123
996S,Argentina,Dec-07,118
996S,Argentina,Jan-08,129
996S,Argentina,Feb-08,138
996S,Argentina,Mar-08,135
996S,Argentina,Apr-08,146
996S,Argentina,May-08,144
996S,Argentina,Jun-08,153
996S,Argentina,Jul-08,140
996S,Argentina,Aug-08,145
996S,Argentina,Sep-08,150
996S,Argentina,Oct-08,150
996S,Argentina,Nov-08,159
996S,Argentina,Dec-08,161
996S,UK,Jan-07,47
996S,UK,Feb-07,46
996S,UK,Mar-07,55
996S,UK,Apr-07,55
996S,UK,May-07,57
996S,UK,Jun-07,62
996S,UK,Jul-07,56
996S,UK,Aug-07,58
996S,UK,Sep-07,53
996S,UK,Oct-07,59
996S,UK,Nov-07,59
996S,UK,Dec-07,56
996S,UK,Jan-08,68
996S,UK,Feb-08,73
996S,UK,Mar-08,73
996S,UK,Apr-08,80
996S,UK,May-08,82
996S,UK,Jun-08,76
996S,UK,Jul-08,72
996S,UK,Aug-08,72
996S,UK,Sep-08,74
996S,UK,Oct-08,79
996S,UK,Nov-08,75
996S,UK,Dec-08,76
996S,France,Jan-07,52
996S,France,Feb-07,54
996S,France,Mar-07,60
996S,France,Apr-07,63
996S,France,May-07,61
996S,France,Jun-07,64
996S,France,Jul-07,58
996S,France,Aug-07,60
996S,France,Sep-07,58
996S,France,Oct-07,67
996S,France,Nov-07,69
996S,France,Dec-07,63
996S,France,Jan-08,77
996S,France,Feb-08,76
996S,France,Mar-08,82
996S,France,Apr-08,85
996S,France,May-08,84
996S,France,Jun-08,85
996S,France,Jul-08,81
996S,France,Aug-08,76
996S,France,Sep-08,81
996S,France,Oct-08,81
996S,France,Nov-08,87
996S,France,Dec-08,84
996S,Germany,Jan-07,47
996S,Germany,Feb-07,44
996S,Germany,Mar-07,49
996S,Germany,Apr-07,53
996S,Germany,May-07,54
996S,Germany,Jun-07,48
996S,Germany,Jul-07,49
996S,Germany,Aug-07,52
996S,Germany,Sep-07,46
996S,Germany,Oct-07,49
996S,Germany,Nov-07,52
996S,Germany,Dec-07,51
996S,Germany,Jan-08,64
996S,Germany,Feb-08,58
996S,Germany,Mar-08,69
996S,Germany,Apr-08,69
996S,Germany,May-08,68
996S,Germany,Jun-08,70
996S,Germany,Jul-08,61
996S,Germany,Aug-08,62
996S,Germany,Sep-08,65
996S,Germany,Oct-08,71
996S,Germany,Nov-08,72
996S,Germany,Dec-08,75
996S,Spain,Jan-07,85
996S,Spain,Feb-07,87
996S,Spain,Mar-07,98
996S,Spain,Apr-07,99
996S,Spain,May-07,99
996S,Spain,Jun-07,112
996S,Spain,Jul-07,101
996S,Spain,Aug-07,103
996S,Spain,Sep-07,98
996S,Spain,Oct-07,104
996S,Spain,Nov-07,112
996S,Spain,Dec-07,114
996S,Spain,Jan-08,123
996S,Spain,Feb-08,132
996S,Spain,Mar-08,130
996S,Spain,Apr-08,145
996S,Spain,May-08,150
996S,Spain,Jun-08,148
996S,Spain,Jul-08,130
996S,Spain,Aug-08,135
996S,Spain,Sep-08,140
996S,Spain,Oct-08,143
996S,Spain,Nov-08,145
996S,Spain,Dec-08,148
996S,Italy,Jan-07,25
996S,Italy,Feb-07,28
996S,Italy,Mar-07,28
996S,Italy,Apr-07,30
996S,Italy,May-07,25
996S,Italy,Jun-07,32
996S,Italy,Jul-07,25
996S,Italy,Aug-07,27
996S,Italy,Sep-07,30
996S,Italy,Oct-07,32
996S,Italy,Nov-07,33
996S,Italy,Dec-07,27
996S,Italy,Jan-08,33
996S,Italy,Feb-08,30
996S,Italy,Mar-08,34
996S,Italy,Apr-08,32
996S,Italy,May-08,39
996S,Italy,Jun-08,40
996S,Italy,Jul-08,30
996S,Italy,Aug-08,36
996S,Italy,Sep-08,35
996S,Italy,Oct-08,37
996S,Italy,Nov-08,41
996S,Italy,Dec-08,39
996S,China,Jan-07,98
996S,China,Feb-07,101
996S,China,Mar-07,98
996S,China,Apr-07,101
996S,China,May-07,108
996S,China,Jun-07,116
996S,China,Jul-07,117
996S,China,Aug-07,120
996S,China,Sep-07,116
996S,China,Oct-07,123
996S,China,Nov-07,129
996S,China,Dec-07,134
996S,China,Jan-08,131
996S,China,Feb-08,136
996S,China,Mar-08,135
996S,China,Apr-08,143
996S,China,May-08,149
996S,China,Jun-08,146
996S,China,Jul-08,149
996S,China,Aug-08,159
996S,China,Sep-08,157
996S,China,Oct-08,157
996S,China,Nov-08,166
996S,China,Dec-08,172
996S,Japan,Jan-07,50
996S,Japan,Feb-07,51
996S,Japan,Mar-07,55
996S,Japan,Apr-07,59
996S,Japan,May-07,54
996S,Japan,Jun-07,61
996S,Japan,Jul-07,55
996S,Japan,Aug-07,60
996S,Japan,Sep-07,64
996S,Japan,Oct-07,66
996S,Japan,Nov-07,68
996S,Japan,Dec-07,65
996S,Japan,Jan-08,69
996S,Japan,Feb-08,67
996S,Japan,Mar-08,74
996S,Japan,Apr-08,68
996S,Japan,May-08,71
996S,Japan,Jun-08,76
996S,Japan,Jul-08,76
996S,Japan,Aug-08,78
996S,Japan,Sep-08,83
996S,Japan,Oct-08,82
996S,Japan,Nov-08,86
996S,Japan,Dec-08,88
996RS,US,Jan-07,15
996RS,US,Feb-07,17
996RS,US,Mar-07,15
996RS,US,Apr-07,15
996RS,US,May-07,25
996RS,US,Jun-07,23
996RS,US,Jul-07,21
996RS,US,Aug-07,21
996RS,US,Sep-07,23
996RS,US,Oct-07,19
996RS,US,Nov-07,25
996RS,US,Dec-07,19
996RS,US,Jan-08,26
996RS,US,Feb-08,23
996RS,US,Mar-08,28
996RS,US,Apr-08,25
996RS,US,May-08,28
996RS,US,Jun-08,22
996RS,US,Jul-08,27
996RS,US,Aug-08,27
996RS,US,Sep-08,22
996RS,US,Oct-08,26
996RS,US,Nov-08,28
996RS,US,Dec-08,30
996RS,Canada,Jan-07,73
996RS,Canada,Feb-07,72
996RS,Canada,Mar-07,70
996RS,Canada,Apr-07,81
996RS,Canada,May-07,79
996RS,Canada,Jun-07,86
996RS,Canada,Jul-07,83
996RS,Canada,Aug-07,83
996RS,Canada,Sep-07,82
996RS,Canada,Oct-07,86
996RS,Canada,Nov-07,86
996RS,Canada,Dec-07,86
996RS,Canada,Jan-08,98
996RS,Canada,Feb-08,99
996RS,Canada,Mar-08,103
996RS,Canada,Apr-08,103
996RS,Canada,May-08,111
996RS,Canada,Jun-08,106
996RS,Canada,Jul-08,110
996RS,Canada,Aug-08,105
996RS,Canada,Sep-08,110
996RS,Canada,Oct-08,110
996RS,Canada,Nov-08,120
996RS,Canada,Dec-08,114
996RS,Brazil,Jan-07,97
996RS,Brazil,Feb-07,98
996RS,Brazil,Mar-07,99
996RS,Brazil,Apr-07,108
996RS,Brazil,May-07,110
996RS,Brazil,Jun-07,117
996RS,Brazil,Jul-07,107
996RS,Brazil,Aug-07,119
996RS,Brazil,Sep-07,121
996RS,Brazil,Oct-07,118
996RS,Brazil,Nov-07,121
996RS,Brazil,Dec-07,123
996RS,Brazil,Jan-08,134
996RS,Brazil,Feb-08,141
996RS,Brazil,Mar-08,142
996RS,Brazil,Apr-08,146
996RS,Brazil,May-08,151
996RS,Brazil,Jun-08,152
996RS,Brazil,Jul-08,146
996RS,Brazil,Aug-08,154
996RS,Brazil,Sep-08,159
996RS,Brazil,Oct-08,164
996RS,Brazil,Nov-08,161
996RS,Brazil,Dec-08,166
996RS,Argentina,Jan-07,48
996RS,Argentina,Feb-07,54
996RS,Argentina,Mar-07,55
996RS,Argentina,Apr-07,55
996RS,Argentina,May-07,63
996RS,Argentina,Jun-07,66
996RS,Argentina,Jul-07,57
996RS,Argentina,Aug-07,64
996RS,Argentina,Sep-07,68
996RS,Argentina,Oct-07,70
996RS,Argentina,Nov-07,64
996RS,Argentina,Dec-07,68
996RS,Argentina,Jan-08,72
996RS,Argentina,Feb-08,72
996RS,Argentina,Mar-08,81
996RS,Argentina,Apr-08,76
996RS,Argentina,May-08,79
996RS,Argentina,Jun-08,79
996RS,Argentina,Jul-08,77
996RS,Argentina,Aug-08,81
996RS,Argentina,Sep-08,86
996RS,Argentina,Oct-08,87
996RS,Argentina,Nov-08,86
996RS,Argentina,Dec-08,90
996RS,UK,Jan-07,53
996RS,UK,Feb-07,63
996RS,UK,Mar-07,63
996RS,UK,Apr-07,60
996RS,UK,May-07,69
996RS,UK,Jun-07,67
996RS,UK,Jul-07,59
996RS,UK,Aug-07,60
996RS,UK,Sep-07,64
996RS,UK,Oct-07,64
996RS,UK,Nov-07,74
996RS,UK,Dec-07,69
996RS,UK,Jan-08,84
996RS,UK,Feb-08,82
996RS,UK,Mar-08,83
996RS,UK,Apr-08,89
996RS,UK,May-08,89
996RS,UK,Jun-08,94
996RS,UK,Jul-08,84
996RS,UK,Aug-08,91
996RS,UK,Sep-08,92
996RS,UK,Oct-08,90
996RS,UK,Nov-08,92
996RS,UK,Dec-08,91
996RS,France,Jan-07,25
996RS,France,Feb-07,28
996RS,France,Mar-07,34
996RS,France,Apr-07,29
996RS,France,May-07,30
996RS,France,Jun-07,37
996RS,France,Jul-07,26
996RS,France,Aug-07,29
996RS,France,Sep-07,28
996RS,France,Oct-07,37
996RS,France,Nov-07,31
996RS,France,Dec-07,32
996RS,France,Jan-08,34
996RS,France,Feb-08,36
996RS,France,Mar-08,37
996RS,France,Apr-08,45
996RS,France,May-08,39
996RS,France,Jun-08,50
996RS,France,Jul-08,38
996RS,France,Aug-08,41
996RS,France,Sep-08,44
996RS,France,Oct-08,43
996RS,France,Nov-08,43
996RS,France,Dec-08,45
996RS,Germany,Jan-07,34
996RS,Germany,Feb-07,29
996RS,Germany,Mar-07,28
996RS,Germany,Apr-07,33
996RS,Germany,May-07,35
996RS,Germany,Jun-07,34
996RS,Germany,Jul-07,35
996RS,Germany,Aug-07,32
996RS,Germany,Sep-07,36
996RS,Germany,Oct-07,31
996RS,Germany,Nov-07,33
996RS,Germany,Dec-07,34
996RS,Germany,Jan-08,39
996RS,Germany,Feb-08,39
996RS,Germany,Mar-08,40
996RS,Germany,Apr-08,43
996RS,Germany,May-08,52
996RS,Germany,Jun-08,48
996RS,Germany,Jul-08,42
996RS,Germany,Aug-08,41
996RS,Germany,Sep-08,45
996RS,Germany,Oct-08,45
996RS,Germany,Nov-08,48
996RS,Germany,Dec-08,52
996RS,Spain,Jan-07,71
996RS,Spain,Feb-07,75
996RS,Spain,Mar-07,73
996RS,Spain,Apr-07,78
996RS,Spain,May-07,85
996RS,Spain,Jun-07,85
996RS,Spain,Jul-07,78
996RS,Spain,Aug-07,82
996RS,Spain,Sep-07,85
996RS,Spain,Oct-07,85
996RS,Spain,Nov-07,86
996RS,Spain,Dec-07,88
996RS,Spain,Jan-08,97
996RS,Spain,Feb-08,104
996RS,Spain,Mar-08,102
996RS,Spain,Apr-08,109
996RS,Spain,May-08,115
996RS,Spain,Jun-08,114
996RS,Spain,Jul-08,105
996RS,Spain,Aug-08,102
996RS,Spain,Sep-08,109
996RS,Spain,Oct-08,109
996RS,Spain,Nov-08,110
996RS,Spain,Dec-08,114
996RS,Italy,Jan-07,71
996RS,Italy,Feb-07,72
996RS,Italy,Mar-07,76
996RS,Italy,Apr-07,77
996RS,Italy,May-07,80
996RS,Italy,Jun-07,88
996RS,Italy,Jul-07,78
996RS,Italy,Aug-07,77
996RS,Italy,Sep-07,83
996RS,Italy,Oct-07,86
996RS,Italy,Nov-07,92
996RS,Italy,Dec-07,95
996RS,Italy,Jan-08,101
996RS,Italy,Feb-08,103
996RS,Italy,Mar-08,104
996RS,Italy,Apr-08,116
996RS,Italy,May-08,122
996RS,Italy,Jun-08,122
996RS,Italy,Jul-08,106
996RS,Italy,Aug-08,108
996RS,Italy,Sep-08,115
996RS,Italy,Oct-08,118
996RS,Italy,Nov-08,118
996RS,Italy,Dec-08,120
996RS,China,Jan-07,5
996RS,China,Feb-07,11
996RS,China,Mar-07,3
996RS,China,Apr-07,10
996RS,China,May-07,2
996RS,China,Jun-07,4
996RS,China,Jul-07,9
996RS,China,Aug-07,7
996RS,China,Sep-07,12
996RS,China,Oct-07,11
996RS,China,Nov-07,8
996RS,China,Dec-07,7
996RS,China,Jan-08,9
996RS,China,Feb-08,4
996RS,China,Mar-08,8
996RS,China,Apr-08,9
996RS,China,May-08,5
996RS,China,Jun-08,12
996RS,China,Jul-08,7
996RS,China,Aug-08,5
996RS,China,Sep-08,3
996RS,China,Oct-08,8
996RS,China,Nov-08,13
996RS,China,Dec-08,12
996RS,Japan,Jan-07,24
996RS,Japan,Feb-07,23
996RS,Japan,Mar-07,23
996RS,Japan,Apr-07,23
996RS,Japan,May-07,24
996RS,Japan,Jun-07,27
996RS,Japan,Jul-07,29
996RS,Japan,Aug-07,31
996RS,Japan,Sep-07,23
996RS,Japan,Oct-07,26
996RS,Japan,Nov-07,30
996RS,Japan,Dec-07,31
996RS,Japan,Jan-08,33
996RS,Japan,Feb-08,34
996RS,Japan,Mar-08,31
996RS,Japan,Apr-08,30
996RS,Japan,May-08,37
996RS,Japan,Jun-08,35
996RS,Japan,Jul-08,35
996RS,Japan,Aug-08,32
996RS,Japan,Sep-08,32
996RS,Japan,Oct-08,32
996RS,Japan,Nov-08,35
996RS,Japan,Dec-08,38
RoadStar,US,Jan-07,86
RoadStar,US,Feb-07,80
RoadStar,US,Mar-07,77
RoadStar,US,Apr-07,75
RoadStar,US,May-07,82
RoadStar,US,Jun-07,76
RoadStar,US,Jul-07,74
RoadStar,US,Aug-07,67
RoadStar,US,Sep-07,65
RoadStar,US,Oct-07,70
RoadStar,US,Nov-07,66
RoadStar,US,Dec-07,71
RoadStar,US,Jan-08,69
RoadStar,US,Feb-08,67
RoadStar,US,Mar-08,64
RoadStar,US,Apr-08,67
RoadStar,US,May-08,65
RoadStar,US,Jun-08,65
RoadStar,US,Jul-08,62
RoadStar,US,Aug-08,57
RoadStar,US,Sep-08,55
RoadStar,US,Oct-08,59
RoadStar,US,Nov-08,58
RoadStar,US,Dec-08,49
RoadStar,Canada,Jan-07,101
RoadStar,Canada,Feb-07,98
RoadStar,Canada,Mar-07,102
RoadStar,Canada,Apr-07,101
RoadStar,Canada,May-07,94
RoadStar,Canada,Jun-07,97
RoadStar,Canada,Jul-07,92
RoadStar,Canada,Aug-07,87
RoadStar,Canada,Sep-07,89
RoadStar,Canada,Oct-07,81
RoadStar,Canada,Nov-07,79
RoadStar,Canada,Dec-07,79
RoadStar,Canada,Jan-08,81
RoadStar,Canada,Feb-08,79
RoadStar,Canada,Mar-08,77
RoadStar,Canada,Apr-08,80
RoadStar,Canada,May-08,79
RoadStar,Canada,Jun-08,77
RoadStar,Canada,Jul-08,76
RoadStar,Canada,Aug-08,67
RoadStar,Canada,Sep-08,68
RoadStar,Canada,Oct-08,64
RoadStar,Canada,Nov-08,64
RoadStar,Canada,Dec-08,66
RoadStar,Brazil,Jan-07,80
RoadStar,Brazil,Feb-07,75
RoadStar,Brazil,Mar-07,79
RoadStar,Brazil,Apr-07,73
RoadStar,Brazil,May-07,77
RoadStar,Brazil,Jun-07,69
RoadStar,Brazil,Jul-07,71
RoadStar,Brazil,Aug-07,72
RoadStar,Brazil,Sep-07,66
RoadStar,Brazil,Oct-07,65
RoadStar,Brazil,Nov-07,63
RoadStar,Brazil,Dec-07,62
RoadStar,Brazil,Jan-08,70
RoadStar,Brazil,Feb-08,62
RoadStar,Brazil,Mar-08,67
RoadStar,Brazil,Apr-08,61
RoadStar,Brazil,May-08,56
RoadStar,Brazil,Jun-08,57
RoadStar,Brazil,Jul-08,52
RoadStar,Brazil,Aug-08,52
RoadStar,Brazil,Sep-08,58
RoadStar,Brazil,Oct-08,50
RoadStar,Brazil,Nov-08,55
RoadStar,Brazil,Dec-08,45
RoadStar,Argentina,Jan-07,105
RoadStar,Argentina,Feb-07,102
RoadStar,Argentina,Mar-07,105
RoadStar,Argentina,Apr-07,99
RoadStar,Argentina,May-07,95
RoadStar,Argentina,Jun-07,97
RoadStar,Argentina,Jul-07,90
RoadStar,Argentina,Aug-07,90
RoadStar,Argentina,Sep-07,92
RoadStar,Argentina,Oct-07,89
RoadStar,Argentina,Nov-07,89
RoadStar,Argentina,Dec-07,87
RoadStar,Argentina,Jan-08,82
RoadStar,Argentina,Feb-08,83
RoadStar,Argentina,Mar-08,79
RoadStar,Argentina,Apr-08,78
RoadStar,Argentina,May-08,79
RoadStar,Argentina,Jun-08,75
RoadStar,Argentina,Jul-08,71
RoadStar,Argentina,Aug-08,69
RoadStar,Argentina,Sep-08,71
RoadStar,Argentina,Oct-08,70
RoadStar,Argentina,Nov-08,69
RoadStar,Argentina,Dec-08,69
RoadStar,UK,Jan-07,36
RoadStar,UK,Feb-07,37
RoadStar,UK,Mar-07,42
RoadStar,UK,Apr-07,38
RoadStar,UK,May-07,42
RoadStar,UK,Jun-07,33
RoadStar,UK,Jul-07,29
RoadStar,UK,Aug-07,34
RoadStar,UK,Sep-07,30
RoadStar,UK,Oct-07,28
RoadStar,UK,Nov-07,36
RoadStar,UK,Dec-07,34
RoadStar,UK,Jan-08,30
RoadStar,UK,Feb-08,36
RoadStar,UK,Mar-08,31
RoadStar,UK,Apr-08,31
RoadStar,UK,May-08,36
RoadStar,UK,Jun-08,34
RoadStar,UK,Jul-08,27
RoadStar,UK,Aug-08,26
RoadStar,UK,Sep-08,24
RoadStar,UK,Oct-08,26
RoadStar,UK,Nov-08,30
RoadStar,UK,Dec-08,24
RoadStar,France,Jan-07,92
RoadStar,France,Feb-07,89
RoadStar,France,Mar-07,90
RoadStar,France,Apr-07,93
RoadStar,France,May-07,87
RoadStar,France,Jun-07,92
RoadStar,France,Jul-07,80
RoadStar,France,Aug-07,77
RoadStar,France,Sep-07,70
RoadStar,France,Oct-07,75
RoadStar,France,Nov-07,70
RoadStar,France,Dec-07,74
RoadStar,France,Jan-08,71
RoadStar,France,Feb-08,79
RoadStar,France,Mar-08,78
RoadStar,France,Apr-08,72
RoadStar,France,May-08,77
RoadStar,France,Jun-08,72
RoadStar,France,Jul-08,61
RoadStar,France,Aug-08,57
RoadStar,France,Sep-08,60
RoadStar,France,Oct-08,60
RoadStar,France,Nov-08,57
RoadStar,France,Dec-08,57
RoadStar,Germany,Jan-07,89
RoadStar,Germany,Feb-07,81
RoadStar,Germany,Mar-07,87
RoadStar,Germany,Apr-07,91
RoadStar,Germany,May-07,89
RoadStar,Germany,Jun-07,82
RoadStar,Germany,Jul-07,69
RoadStar,Germany,Aug-07,67
RoadStar,Germany,Sep-07,75
RoadStar,Germany,Oct-07,74
RoadStar,Germany,Nov-07,69
RoadStar,Germany,Dec-07,67
RoadStar,Germany,Jan-08,72
RoadStar,Germany,Feb-08,74
RoadStar,Germany,Mar-08,67
RoadStar,Germany,Apr-08,70
RoadStar,Germany,May-08,67
RoadStar,Germany,Jun-08,66
RoadStar,Germany,Jul-08,56
RoadStar,Germany,Aug-08,61
RoadStar,Germany,Sep-08,61
RoadStar,Germany,Oct-08,53
RoadStar,Germany,Nov-08,53
RoadStar,Germany,Dec-08,53
RoadStar,Spain,Jan-07,84
RoadStar,Spain,Feb-07,79
RoadStar,Spain,Mar-07,85
RoadStar,Spain,Apr-07,85
RoadStar,Spain,May-07,86
RoadStar,Spain,Jun-07,85
RoadStar,Spain,Jul-07,74
RoadStar,Spain,Aug-07,67
RoadStar,Spain,Sep-07,66
RoadStar,Spain,Oct-07,64
RoadStar,Spain,Nov-07,63
RoadStar,Spain,Dec-07,70
RoadStar,Spain,Jan-08,76
RoadStar,Spain,Feb-08,68
RoadStar,Spain,Mar-08,65
RoadStar,Spain,Apr-08,75
RoadStar,Spain,May-08,66
RoadStar,Spain,Jun-08,73
RoadStar,Spain,Jul-08,55
RoadStar,Spain,Aug-08,53
RoadStar,Spain,Sep-08,61
RoadStar,Spain,Oct-08,54
RoadStar,Spain,Nov-08,55
RoadStar,Spain,Dec-08,58
RoadStar,Italy,Jan-07,111
RoadStar,Italy,Feb-07,113
RoadStar,Italy,Mar-07,106
RoadStar,Italy,Apr-07,113
RoadStar,Italy,May-07,108
RoadStar,Italy,Jun-07,106
RoadStar,Italy,Jul-07,89
RoadStar,Italy,Aug-07,97
RoadStar,Italy,Sep-07,89
RoadStar,Italy,Oct-07,87
RoadStar,Italy,Nov-07,89
RoadStar,Italy,Dec-07,83
RoadStar,Italy,Jan-08,98
RoadStar,Italy,Feb-08,96
RoadStar,Italy,Mar-08,95
RoadStar,Italy,Apr-08,91
RoadStar,Italy,May-08,95
RoadStar,Italy,Jun-08,86
RoadStar,Italy,Jul-08,78
RoadStar,Italy,Aug-08,78
RoadStar,Italy,Sep-08,74
RoadStar,Italy,Oct-08,70
RoadStar,Italy,Nov-08,69
RoadStar,Italy,Dec-08,75
RoadStar,China,Jan-07,34
RoadStar,China,Feb-07,40
RoadStar,China,Mar-07,38
RoadStar,China,Apr-07,35
RoadStar,China,May-07,31
RoadStar,China,Jun-07,29
RoadStar,China,Jul-07,29
RoadStar,China,Aug-07,30
RoadStar,China,Sep-07,35
RoadStar,China,Oct-07,35
RoadStar,China,Nov-07,31
RoadStar,China,Dec-07,29
RoadStar,China,Jan-08,28
RoadStar,China,Feb-08,33
RoadStar,China,Mar-08,29
RoadStar,China,Apr-08,28
RoadStar,China,May-08,29
RoadStar,China,Jun-08,24
RoadStar,China,Jul-08,23
RoadStar,China,Aug-08,28
RoadStar,China,Sep-08,25
RoadStar,China,Oct-08,27
RoadStar,China,Nov-08,28
RoadStar,China,Dec-08,25
RoadStar,Japan,Jan-07,75
RoadStar,Japan,Feb-07,74
RoadStar,Japan,Mar-07,79
RoadStar,Japan,Apr-07,76
RoadStar,Japan,May-07,70
RoadStar,Japan,Jun-07,73
RoadStar,Japan,Jul-07,69
RoadStar,Japan,Aug-07,68
RoadStar,Japan,Sep-07,69
RoadStar,Japan,Oct-07,66
RoadStar,Japan,Nov-07,67
RoadStar,Japan,Dec-07,70
RoadStar,Japan,Jan-08,66
RoadStar,Japan,Feb-08,62
RoadStar,Japan,Mar-08,58
RoadStar,Japan,Apr-08,60
RoadStar,Japan,May-08,65
RoadStar,Japan,Jun-08,56
RoadStar,Japan,Jul-08,61
RoadStar,Japan,Aug-08,61
RoadStar,Japan,Sep-08,51
RoadStar,Japan,Oct-08,56
RoadStar,Japan,Nov-08,48
RoadStar,Japan,Dec-08,50
RoadLiner,US,Jan-07,16
RoadLiner,US,Feb-07,20
RoadLiner,US,Mar-07,17
RoadLiner,US,Apr-07,14
RoadLiner,US,May-07,16
RoadLiner,US,Jun-07,20
RoadLiner,US,Jul-07,19
RoadLiner,US,Aug-07,20
RoadLiner,US,Sep-07,18
RoadLiner,US,Oct-07,15
RoadLiner,US,Nov-07,20
RoadLiner,US,Dec-07,15
RoadLiner,US,Jan-08,12
RoadLiner,US,Feb-08,15
RoadLiner,US,Mar-08,12
RoadLiner,US,Apr-08,12
RoadLiner,US,May-08,20
RoadLiner,US,Jun-08,13
RoadLiner,US,Jul-08,11
RoadLiner,US,Aug-08,15
RoadLiner,US,Sep-08,12
RoadLiner,US,Oct-08,12
RoadLiner,US,Nov-08,18
RoadLiner,US,Dec-08,13
RoadLiner,Canada,Jan-07,83
RoadLiner,Canada,Feb-07,86
RoadLiner,Canada,Mar-07,79
RoadLiner,Canada,Apr-07,75
RoadLiner,Canada,May-07,82
RoadLiner,Canada,Jun-07,76
RoadLiner,Canada,Jul-07,71
RoadLiner,Canada,Aug-07,70
RoadLiner,Canada,Sep-07,74
RoadLiner,Canada,Oct-07,73
RoadLiner,Canada,Nov-07,71
RoadLiner,Canada,Dec-07,66
RoadLiner,Canada,Jan-08,70
RoadLiner,Canada,Feb-08,63
RoadLiner,Canada,Mar-08,65
RoadLiner,Canada,Apr-08,65
RoadLiner,Canada,May-08,59
