Product,Market,Month,Value
996S,US,Jun-08,721
996S,US,Jul-08,722
996S,US,Aug-08,744
996S,US,Sep-08,761
996S,US,Oct-08,746
996S,US,Nov-08,734
996S,US,Dec-08,728
996S,Canada,Jan-07,741
996S,Canada,Feb-07,723
996S,Canada,Mar-07,757
996S,Canada,Apr-07,762
996S,Canada,May-07,727
996S,Canada,Jun-07,732
996S,Canada,Jul-07,759
996S,Canada,Aug-07,742
996S,Canada,Sep-07,742
996S,Canada,Oct-07,762
996S,Canada,Nov-07,745
996S,Canada,Dec-07,742
996S,Canada,Jan-08,722
996S,Canada,Feb-08,753
996S,Canada,Mar-08,765
996S,Canada,Apr-08,760
996S,Canada,May-08,744
996S,Canada,Jun-08,724
996S,Canada,Jul-08,743
996S,Canada,Aug-08,724
996S,Canada,Sep-08,734
996S,Canada,Oct-08,723
996S,Canada,Nov-08,738
996S,Canada,Dec-08,723
996S,Brazil,Jan-07,728
996S,Brazil,Feb-07,753
996S,Brazil,Mar-07,727
996S,Brazil,Apr-07,724
996S,Brazil,May-07,742
996S,Brazil,Jun-07,733
996S,Brazil,Jul-07,719
996S,Brazil,Aug-07,734
996S,Brazil,Sep-07,753
996S,Brazil,Oct-07,751
996S,Brazil,Nov-07,757
996S,Brazil,Dec-07,747
996S,Brazil,Jan-08,737
996S,Brazil,Feb-08,760
996S,Brazil,Mar-08,739
996S,Brazil,Apr-08,735
996S,Brazil,May-08,746
996S,Brazil,Jun-08,724
996S,Brazil,Jul-08,730
996S,Brazil,Aug-08,720
996S,Brazil,Sep-08,752
996S,Brazil,Oct-08,743
996S,Brazil,Nov-08,729
996S,Brazil,Dec-08,757
996S,Argentina,Jan-07,767
996S,Argentina,Feb-07,755
996S,Argentina,Mar-07,764
996S,Argentina,Apr-07,763
996S,Argentina,May-07,731
996S,Argentina,Jun-07,740
996S,Argentina,Jul-07,765
996S,Argentina,Aug-07,731
996S,Argentina,Sep-07,749
996S,Argentina,Oct-07,753
996S,Argentina,Nov-07,734
996S,Argentina,Dec-07,740
996S,Argentina,Jan-08,739
996S,Argentina,Feb-08,742
996S,Argentina,Mar-08,740
996S,Argentina,Apr-08,738
996S,Argentina,May-08,724
996S,Argentina,Jun-08,742
996S,Argentina,Jul-08,724
996S,Argentina,Aug-08,740
996S,Argentina,Sep-08,742
996S,Argentina,Oct-08,735
996S,Argentina,Nov-08,740
996S,Argentina,Dec-08,723
996S,UK,Jan-07,759
996S,UK,Feb-07,765
996S,UK,Mar-07,741
996S,UK,Apr-07,761
996S,UK,May-07,754
996S,UK,Jun-07,750
996S,UK,Jul-07,758
996S,UK,Aug-07,728
996S,UK,Sep-07,752
996S,UK,Oct-07,730
996S,UK,Nov-07,752
996S,UK,Dec-07,746
996S,UK,Jan-08,764
996S,UK,Feb-08,731
996S,UK,Mar-08,763
996S,UK,Apr-08,753
996S,UK,May-08,747
996S,UK,Jun-08,738
996S,UK,Jul-08,728
996S,UK,Aug-08,755
996S,UK,Sep-08,762
996S,UK,Oct-08,748
996S,UK,Nov-08,733
996S,UK,Dec-08,759
996S,France,Jan-07,719
996S,France,Feb-07,733
996S,France,Mar-07,755
996S,France,Apr-07,753
996S,France,May-07,762
996S,France,Jun-07,746
996S,France,Jul-07,719
996S,France,Aug-07,759
996S,France,Sep-07,750
996S,France,Oct-07,766
996S,France,Nov-07,766
996S,France,Dec-07,738
996S,France,Jan-08,738
996S,France,Feb-08,745
996S,France,Mar-08,749
996S,France,Apr-08,767
996S,France,May-08,732
996S,France,Jun-08,725
996S,France,Jul-08,729
996S,France,Aug-08,726
996S,France,Sep-08,764
996S,France,Oct-08,754
996S,France,Nov-08,752
996S,France,Dec-08,737
996S,Germany,Jan-07,766
996S,Germany,Feb-07,720
996S,Germany,Mar-07,753
996S,Germany,Apr-07,757
996S,Germany,May-07,748
996S,Germany,Jun-07,727
996S,Germany,Jul-07,762
996S,Germany,Aug-07,744
996S,Germany,Sep-07,731
996S,Germany,Oct-07,758
996S,Germany,Nov-07,761
996S,Germany,Dec-07,751
996S,Germany,Jan-08,764
996S,Germany,Feb-08,731
996S,Germany,Mar-08,753
996S,Germany,Apr-08,725
996S,Germany,May-08,718
996S,Germany,Jun-08,739
996S,Germany,Jul-08,743
996S,Germany,Aug-08,751
996S,Germany,Sep-08,718
996S,Germany,Oct-08,719
996S,Germany,Nov-08,733
996S,Germany,Dec-08,732
996S,Spain,Jan-07,750
996S,Spain,Feb-07,732
996S,Spain,Mar-07,762
996S,Spain,Apr-07,731
996S,Spain,May-07,747
996S,Spain,Jun-07,728
996S,Spain,Jul-07,755
996S,Spain,Aug-07,738
996S,Spain,Sep-07,756
996S,Spain,Oct-07,742
996S,Spain,Nov-07,754
996S,Spain,Dec-07,726
996S,Spain,Jan-08,750
996S,Spain,Feb-08,759
996S,Spain,Mar-08,751
996S,Spain,Apr-08,763
996S,Spain,May-08,749
996S,Spain,Jun-08,759
996S,Spain,Jul-08,721
996S,Spain,Aug-08,734
996S,Spain,Sep-08,741
996S,Spain,Oct-08,763
996S,Spain,Nov-08,747
996S,Spain,Dec-08,762
996S,Italy,Jan-07,752
996S,Italy,Feb-07,729
996S,Italy,Mar-07,719
996S,Italy,Apr-07,758
996S,Italy,May-07,750
996S,Italy,Jun-07,742
996S,Italy,Jul-07,755
996S,Italy,Aug-07,742
996S,Italy,Sep-07,730
996S,Italy,Oct-07,761
996S,Italy,Nov-07,732
996S,Italy,Dec-07,761
996S,Italy,Jan-08,758
996S,Italy,Feb-08,722
996S,Italy,Mar-08,746
996S,Italy,Apr-08,731
996S,Italy,May-08,764
996S,Italy,Jun-08,753
996S,Italy,Jul-08,736
996S,Italy,Aug-08,718
996S,Italy,Sep-08,722
996S,Italy,Oct-08,731
996S,Italy,Nov-08,761
996S,Italy,Dec-08,723
996S,China,Jan-07,751
996S,China,Feb-07,761
996S,China,Mar-07,736
996S,China,Apr-07,725
996S,China,May-07,733
996S,China,Jun-07,740
996S,China,Jul-07,759
996S,China,Aug-07,754
996S,China,Sep-07,736
996S,China,Oct-07,748
996S,China,Nov-07,718
996S,China,Dec-07,738
996S,China,Jan-08,741
996S,China,Feb-08,735
996S,China,Mar-08,741
996S,China,Apr-08,761
996S,China,May-08,752
996S,China,Jun-08,718
996S,China,Jul-08,733
996S,China,Aug-08,723
996S,China,Sep-08,750
996S,China,Oct-08,752
996S,China,Nov-08,744
996S,China,Dec-08,729
996S,Japan,Jan-07,730
996S,Japan,Feb-07,751
996S,Japan,Mar-07,718
996S,Japan,Apr-07,741
996S,Japan,May-07,726
996S,Japan,Jun-07,745
996S,Japan,Jul-07,765
996S,Japan,Aug-07,735
996S,Japan,Sep-07,747
996S,Japan,Oct-07,754
996S,Japan,Nov-07,749
996S,Japan,Dec-07,764
996S,Japan,Jan-08,757
996S,Japan,Feb-08,750
996S,Japan,Mar-08,761
996S,Japan,Apr-08,738
996S,Japan,May-08,743
996S,Japan,Jun-08,742
996S,Japan,Jul-08,731
996S,Japan,Aug-08,752
996S,Japan,Sep-08,746
996S,Japan,Oct-08,743
996S,Japan,Nov-08,742
996S,Japan,Dec-08,743
996RS,US,Jan-07,1105
996RS,US,Feb-07,1124
996RS,US,Mar-07,1100
996RS,US,Apr-07,1087
996RS,US,May-07,1128
996RS,US,Jun-07,1133
996RS,US,Jul-07,1091
996RS,US,Aug-07,1117
996RS,US,Sep-07,1089
996RS,US,Oct-07,1097
996RS,US,Nov-07,1112
996RS,US,Dec-07,1112
996RS,US,Jan-08,1095
996RS,US,Feb-08,1107
996RS,US,Mar-08,1098
996RS,US,Apr-08,1100
996RS,US,May-08,1102
996RS,US,Jun-08,1133
996RS,US,Jul-08,1104
996RS,US,Aug-08,1099
996RS,US,Sep-08,1106
996RS,US,Oct-08,1099
996RS,US,Nov-08,1103
996RS,US,Dec-08,1112
996RS,Canada,Jan-07,1130
996RS,Canada,Feb-07,1129
996RS,Canada,Mar-07,1131
996RS,Canada,Apr-07,1112
996RS,Canada,May-07,1132
996RS,Canada,Jun-07,1127
996RS,Canada,Jul-07,1122
996RS,Canada,Aug-07,1089
996RS,Canada,Sep-07,1089
996RS,Canada,Oct-07,1124
996RS,Canada,Nov-07,1113
996RS,Canada,Dec-07,1133
996RS,Canada,Jan-08,1098
996RS,Canada,Feb-08,1133
996RS,Canada,Mar-08,1103
996RS,Canada,Apr-08,1126
996RS,Canada,May-08,1113
996RS,Canada,Jun-08,1128
996RS,Canada,Jul-08,1106
996RS,Canada,Aug-08,1107
996RS,Canada,Sep-08,1109
996RS,Canada,Oct-08,1129
996RS,Canada,Nov-08,1096
996RS,Canada,Dec-08,1105
996RS,Brazil,Jan-07,1135
996RS,Brazil,Feb-07,1111
996RS,Brazil,Mar-07,1104
996RS,Brazil,Apr-07,1133
996RS,Brazil,May-07,1113
996RS,Brazil,Jun-07,1126
996RS,Brazil,Jul-07,1124
996RS,Brazil,Aug-07,1094
996RS,Brazil,Sep-07,1090
996RS,Brazil,Oct-07,1088
996RS,Brazil,Nov-07,1114
996RS,Brazil,Dec-07,1129
996RS,Brazil,Jan-08,1088
996RS,Brazil,Feb-08,1124
996RS,Brazil,Mar-08,1095
996RS,Brazil,Apr-08,1123
996RS,Brazil,May-08,1120
996RS,Brazil,Jun-08,1111
996RS,Brazil,Jul-08,1127
996RS,Brazil,Aug-08,1131
996RS,Brazil,Sep-08,1132
996RS,Brazil,Oct-08,1109
996RS,Brazil,Nov-08,1090
996RS,Brazil,Dec-08,1126
996RS,Argentina,Jan-07,1117
996RS,Argentina,Feb-07,1109
996RS,Argentina,Mar-07,1087
996RS,Argentina,Apr-07,1089
996RS,Argentina,May-07,1115
996RS,Argentina,Jun-07,1132
996RS,Argentina,Jul-07,1119
996RS,Argentina,Aug-07,1092
996RS,Argentina,Sep-07,1117
996RS,Argentina,Oct-07,1093
996RS,Argentina,Nov-07,1129
996RS,Argentina,Dec-07,1134
996RS,Argentina,Jan-08,1111
996RS,Argentina,Feb-08,1134
996RS,Argentina,Mar-08,1126
996RS,Argentina,Apr-08,1121
996RS,Argentina,May-08,1112
996RS,Argentina,Jun-08,1123
996RS,Argentina,Jul-08,1127
996RS,Argentina,Aug-08,1095
996RS,Argentina,Sep-08,1112
996RS,Argentina,Oct-08,1121
996RS,Argentina,Nov-08,1103
996RS,Argentina,Dec-08,1122
996RS,UK,Jan-07,1105
996RS,UK,Feb-07,1093
996RS,UK,Mar-07,1102
996RS,UK,Apr-07,1114
996RS,UK,May-07,1111
996RS,UK,Jun-07,1135
996RS,UK,Jul-07,1099
996RS,UK,Aug-07,1090
996RS,UK,Sep-07,1089
996RS,UK,Oct-07,1132
996RS,UK,Nov-07,1132
996RS,UK,Dec-07,1120
996RS,UK,Jan-08,1102
996RS,UK,Feb-08,1088
996RS,UK,Mar-08,1106
996RS,UK,Apr-08,1126
996RS,UK,May-08,1135
996RS,UK,Jun-08,1136
996RS,UK,Jul-08,1100
996RS,UK,Aug-08,1098
996RS,UK,Sep-08,1103
996RS,UK,Oct-08,1115
996RS,UK,Nov-08,1120
996RS,UK,Dec-08,1123
996RS,France,Jan-07,1110
996RS,France,Feb-07,1117
996RS,France,Mar-07,1118
996RS,France,Apr-07,1105
996RS,France,May-07,1119
996RS,France,Jun-07,1117
996RS,France,Jul-07,1111
996RS,France,Aug-07,1120
996RS,France,Sep-07,1096
996RS,France,Oct-07,1128
996RS,France,Nov-07,1114
996RS,France,Dec-07,1091
996RS,France,Jan-08,1109
996RS,France,Feb-08,1107
996RS,France,Mar-08,1103
996RS,France,Apr-08,1108
996RS,France,May-08,1123
996RS,France,Jun-08,1134
996RS,France,Jul-08,1128
996RS,France,Aug-08,1131
996RS,France,Sep-08,1097
996RS,France,Oct-08,1116
996RS,France,Nov-08,1112
996RS,France,Dec-08,1106
996RS,Germany,Jan-07,1127
996RS,Germany,Feb-07,1118
996RS,Germany,Mar-07,1096
996RS,Germany,Apr-07,1092
996RS,Germany,May-07,1099
996RS,Germany,Jun-07,1119
996RS,Germany,Jul-07,1100
996RS,Germany,Aug-07,1118
996RS,Germany,Sep-07,1124
996RS,Germany,Oct-07,1090
996RS,Germany,Nov-07,1124
996RS,Germany,Dec-07,1129
996RS,Germany,Jan-08,1102
996RS,Germany,Feb-08,1115
996RS,Germany,Mar-08,1095
996RS,Germany,Apr-08,1115
996RS,Germany,May-08,1111
996RS,Germany,Jun-08,1096
996RS,Germany,Jul-08,1094
996RS,Germany,Aug-08,1127
996RS,Germany,Sep-08,1088
996RS,Germany,Oct-08,1116
996RS,Germany,Nov-08,1101
996RS,Germany,Dec-08,1093
996RS,Spain,Jan-07,1132
996RS,Spain,Feb-07,1089
996RS,Spain,Mar-07,1104
996RS,Spain,Apr-07,1136
996RS,Spain,May-07,1118
996RS,Spain,Jun-07,1088
996RS,Spain,Jul-07,1098
996RS,Spain,Aug-07,1105
996RS,Spain,Sep-07,1102
996RS,Spain,Oct-07,1100
996RS,Spain,Nov-07,1125
996RS,Spain,Dec-07,1090
996RS,Spain,Jan-08,1110
996RS,Spain,Feb-08,1107
996RS,Spain,Mar-08,1129
996RS,Spain,Apr-08,1132
996RS,Spain,May-08,1127
996RS,Spain,Jun-08,1088
996RS,Spain,Jul-08,1134
996RS,Spain,Aug-08,1136
996RS,Spain,Sep-08,1098
996RS,Spain,Oct-08,1103
996RS,Spain,Nov-08,1112
996RS,Spain,Dec-08,1093
996RS,Italy,Jan-07,1092
996RS,Italy,Feb-07,1097
996RS,Italy,Mar-07,1116
996RS,Italy,Apr-07,1110
996RS,Italy,May-07,1113
996RS,Italy,Jun-07,1135
996RS,Italy,Jul-07,1093
996RS,Italy,Aug-07,1104
996RS,Italy,Sep-07,1130
996RS,Italy,Oct-07,1095
996RS,Italy,Nov-07,1135
996RS,Italy,Dec-07,1125
996RS,Italy,Jan-08,1134
996RS,Italy,Feb-08,1124
996RS,Italy,Mar-08,1090
996RS,Italy,Apr-08,1122
996RS,Italy,May-08,1113
996RS,Italy,Jun-08,1100
996RS,Italy,Jul-08,1103
996RS,Italy,Aug-08,1127
996RS,Italy,Sep-08,1116
996RS,Italy,Oct-08,1093
996RS,Italy,Nov-08,1121
996RS,Italy,Dec-08,1103
996RS,China,Jan-07,1103
996RS,China,Feb-07,1120
996RS,China,Mar-07,1103
996RS,China,Apr-07,1104
996RS,China,May-07,1109
996RS,China,Jun-07,1126
996RS,China,Jul-07,1104
996RS,China,Aug-07,1117
996RS,China,Sep-07,1110
996RS,China,Oct-07,1115
996RS,China,Nov-07,1096
996RS,China,Dec-07,1107
996RS,China,Jan-08,1093
996RS,China,Feb-08,1132
996RS,China,Mar-08,1112
996RS,China,Apr-08,1101
996RS,China,May-08,1094
996RS,China,Jun-08,1088
996RS,China,Jul-08,1120
996RS,China,Aug-08,1090
996RS,China,Sep-08,1117
996RS,China,Oct-08,1094
996RS,China,Nov-08,1133
996RS,China,Dec-08,1119
996RS,Japan,Jan-07,1129
996RS,Japan,Feb-07,1109
996RS,Japan,Mar-07,1093
996RS,Japan,Apr-07,1103
996RS,Japan,May-07,1112
996RS,Japan,Jun-07,1105
996RS,Japan,Jul-07,1121
996RS,Japan,Aug-07,1091
996RS,Japan,Sep-07,1095
996RS,Japan,Oct-07,1135
996RS,Japan,Nov-07,1090
996RS,Japan,Dec-07,1125
996RS,Japan,Jan-08,1128
996RS,Japan,Feb-08,1103
996RS,Japan,Mar-08,1103
996RS,Japan,Apr-08,1116
996RS,Japan,May-08,1108
996RS,Japan,Jun-08,1114
996RS,Japan,Jul-08,1109
996RS,Japan,Aug-08,1136
996RS,Japan,Sep-08,1119
996RS,Japan,Oct-08,1109
996RS,Japan,Nov-08,1113
996RS,Japan,Dec-08,1109
RoadStar,US,Jan-07,657
RoadStar,US,Feb-07,664
RoadStar,US,Mar-07,660
RoadStar,US,Apr-07,657
RoadStar,US,May-07,702
RoadStar,US,Jun-07,660
RoadStar,US,Jul-07,671
RoadStar,US,Aug-07,673
RoadStar,US,Sep-07,689
RoadStar,US,Oct-07,682
RoadStar,US,Nov-07,673
RoadStar,US,Dec-07,655
RoadStar,US,Jan-08,679
RoadStar,US,Feb-08,666
RoadStar,US,Mar-08,688
RoadStar,US,Apr-08,698
RoadStar,US,May-08,690
RoadStar,US,Jun-08,671
RoadStar,US,Jul-08,689
RoadStar,US,Aug-08,696
RoadStar,US,Sep-08,661
RoadStar,US,Oct-08,665
RoadStar,US,Nov-08,669
RoadStar,US,Dec-08,695
RoadStar,Canada,Jan-07,689
RoadStar,Canada,Feb-07,668
RoadStar,Canada,Mar-07,684
RoadStar,Canada,Apr-07,695
RoadStar,Canada,May-07,668
RoadStar,Canada,Jun-07,673
RoadStar,Canada,Jul-07,663
RoadStar,Canada,Aug-07,657
RoadStar,Canada,Sep-07,667
RoadStar,Canada,Oct-07,681
RoadStar,Canada,Nov-07,673
RoadStar,Canada,Dec-07,698
RoadStar,Canada,Jan-08,673
RoadStar,Canada,Feb-08,667
RoadStar,Canada,Mar-08,694
RoadStar,Canada,Apr-08,668
RoadStar,Canada,May-08,673
RoadStar,Canada,Jun-08,658
RoadStar,Canada,Jul-08,655
RoadStar,Canada,Aug-08,697
RoadStar,Canada,Sep-08,673
RoadStar,Canada,Oct-08,680
RoadStar,Canada,Nov-08,655
RoadStar,Canada,Dec-08,662
RoadStar,Brazil,Jan-07,679
RoadStar,Brazil,Feb-07,684
RoadStar,Brazil,Mar-07,654
RoadStar,Brazil,Apr-07,660
RoadStar,Brazil,May-07,670
RoadStar,Brazil,Jun-07,656
RoadStar,Brazil,Jul-07,665
RoadStar,Brazil,Aug-07,672
RoadStar,Brazil,Sep-07,697
RoadStar,Brazil,Oct-07,663
RoadStar,Brazil,Nov-07,664
RoadStar,Brazil,Dec-07,681
RoadStar,Brazil,Jan-08,666
RoadStar,Brazil,Feb-08,700
RoadStar,Brazil,Mar-08,689
RoadStar,Brazil,Apr-08,669
RoadStar,Brazil,May-08,688
RoadStar,Brazil,Jun-08,681
RoadStar,Brazil,Jul-08,653
RoadStar,Brazil,Aug-08,670
RoadStar,Brazil,Sep-08,698
RoadStar,Brazil,Oct-08,654
RoadStar,Brazil,Nov-08,666
RoadStar,Brazil,Dec-08,669
RoadStar,Argentina,Jan-07,654
RoadStar,Argentina,Feb-07,679
RoadStar,Argentina,Mar-07,691
RoadStar,Argentina,Apr-07,681
RoadStar,Argentina,May-07,680
RoadStar,Argentina,Jun-07,667
RoadStar,Argentina,Jul-07,664
RoadStar,Argentina,Aug-07,659
RoadStar,Argentina,Sep-07,673
RoadStar,Argentina,Oct-07,695
RoadStar,Argentina,Nov-07,693
RoadStar,Argentina,Dec-07,657
RoadStar,Argentina,Jan-08,688
RoadStar,Argentina,Feb-08,673
RoadStar,Argentina,Mar-08,690
RoadStar,Argentina,Apr-08,662
RoadStar,Argentina,May-08,684
RoadStar,Argentina,Jun-08,658
RoadStar,Argentina,Jul-08,681
RoadStar,Argentina,Aug-08,701
RoadStar,Argentina,Sep-08,658
RoadStar,Argentina,Oct-08,682
RoadStar,Argentina,Nov-08,689
RoadStar,Argentina,Dec-08,661
RoadStar,UK,Jan-07,686
RoadStar,UK,Feb-07,654
RoadStar,UK,Mar-07,676
RoadStar,UK,Apr-07,682
RoadStar,UK,May-07,674
RoadStar,UK,Jun-07,672
RoadStar,UK,Jul-07,695
RoadStar,UK,Aug-07,689
RoadStar,UK,Sep-07,675
RoadStar,UK,Oct-07,657
RoadStar,UK,Nov-07,698
RoadStar,UK,Dec-07,659
RoadStar,UK,Jan-08,693
RoadStar,UK,Feb-08,655
RoadStar,UK,Mar-08,689
RoadStar,UK,Apr-08,668
RoadStar,UK,May-08,665
RoadStar,UK,Jun-08,679
RoadStar,UK,Jul-08,674
RoadStar,UK,Aug-08,660
RoadStar,UK,Sep-08,689
RoadStar,UK,Oct-08,660
RoadStar,UK,Nov-08,670
RoadStar,UK,Dec-08,658
RoadStar,France,Jan-07,653
RoadStar,France,Feb-07,683
RoadStar,France,Mar-07,698
RoadStar,France,Apr-07,689
RoadStar,France,May-07,691
RoadStar,France,Jun-07,657
RoadStar,France,Jul-07,694
RoadStar,France,Aug-07,680
RoadStar,France,Sep-07,675
RoadStar,France,Oct-07,653
RoadStar,France,Nov-07,654
RoadStar,France,Dec-07,695
RoadStar,France,Jan-08,678
RoadStar,France,Feb-08,677
RoadStar,France,Mar-08,675
RoadStar,France,Apr-08,696
RoadStar,France,May-08,667
RoadStar,France,Jun-08,694
RoadStar,France,Jul-08,676
RoadStar,France,Aug-08,675
RoadStar,France,Sep-08,689
RoadStar,France,Oct-08,697
RoadStar,France,Nov-08,659
RoadStar,France,Dec-08,667
RoadStar,Germany,Jan-07,664
RoadStar,Germany,Feb-07,700
RoadStar,Germany,Mar-07,685
RoadStar,Germany,Apr-07,654
RoadStar,Germany,May-07,653
RoadStar,Germany,Jun-07,655
RoadStar,Germany,Jul-07,690
RoadStar,Germany,Aug-07,679
RoadStar,Germany,Sep-07,659
RoadStar,Germany,Oct-07,669
RoadStar,Germany,Nov-07,664
RoadStar,Germany,Dec-07,690
RoadStar,Germany,Jan-08,653
RoadStar,Germany,Feb-08,694
RoadStar,Germany,Mar-08,688
RoadStar,Germany,Apr-08,671
RoadStar,Germany,May-08,668
RoadStar,Germany,Jun-08,682
RoadStar,Germany,Jul-08,668
RoadStar,Germany,Aug-08,675
RoadStar,Germany,Sep-08,676
RoadStar,Germany,Oct-08,697
RoadStar,Germany,Nov-08,673
RoadStar,Germany,Dec-08,656
RoadStar,Spain,Jan-07,656
RoadStar,Spain,Feb-07,657
RoadStar,Spain,Mar-07,673
RoadStar,Spain,Apr-07,687
RoadStar,Spain,May-07,670
RoadStar,Spain,Jun-07,685
RoadStar,Spain,Jul-07,680
RoadStar,Spain,Aug-07,693
RoadStar,Spain,Sep-07,672
RoadStar,Spain,Oct-07,682
RoadStar,Spain,Nov-07,669
RoadStar,Spain,Dec-07,689
RoadStar,Spain,Jan-08,677
RoadStar,Spain,Feb-08,701
RoadStar,Spain,Mar-08,688
RoadStar,Spain,Apr-08,697
RoadStar,Spain,May-08,680
RoadStar,Spain,Jun-08,671
RoadStar,Spain,Jul-08,654
RoadStar,Spain,Aug-08,699
RoadStar,Spain,Sep-08,681
RoadStar,Spain,Oct-08,672
RoadStar,Spain,Nov-08,676
RoadStar,Spain,Dec-08,692
RoadStar,Italy,Jan-07,666
RoadStar,Italy,Feb-07,661
RoadStar,Italy,Mar-07,690
RoadStar,Italy,Apr-07,685
RoadStar,Italy,May-07,669
RoadStar,Italy,Jun-07,681
RoadStar,Italy,Jul-07,682
RoadStar,Italy,Aug-07,673
RoadStar,Italy,Sep-07,655
RoadStar,Italy,Oct-07,680
RoadStar,Italy,Nov-07,667
RoadStar,Italy,Dec-07,692
RoadStar,Italy,Jan-08,654
RoadStar,Italy,Feb-08,698
RoadStar,Italy,Mar-08,663
RoadStar,Italy,Apr-08,656
RoadStar,Italy,May-08,697
RoadStar,Italy,Jun-08,701
RoadStar,Italy,Jul-08,680
RoadStar,Italy,Aug-08,693
RoadStar,Italy,Sep-08,689
RoadStar,Italy,Oct-08,675
RoadStar,Italy,Nov-08,693
RoadStar,Italy,Dec-08,694
RoadStar,China,Jan-07,698
RoadStar,China,Feb-07,661
RoadStar,China,Mar-07,654
RoadStar,China,Apr-07,660
RoadStar,China,May-07,694
RoadStar,China,Jun-07,687
RoadStar,China,Jul-07,655
RoadStar,China,Aug-07,662
RoadStar,China,Sep-07,677
RoadStar,China,Oct-07,700
RoadStar,China,Nov-07,692
RoadStar,China,Dec-07,678
RoadStar,China,Jan-08,697
RoadStar,China,Feb-08,678
RoadStar,China,Mar-08,679
RoadStar,China,Apr-08,699
RoadStar,China,May-08,673
RoadStar,China,Jun-08,691
RoadStar,China,Jul-08,664
RoadStar,China,Aug-08,658
RoadStar,China,Sep-08,692
RoadStar,China,Oct-08,693
RoadStar,China,Nov-08,659
RoadStar,China,Dec-08,664
RoadStar,Japan,Jan-07,696
RoadStar,Japan,Feb-07,681
RoadStar,Japan,Mar-07,658
RoadStar,Japan,Apr-07,669
RoadStar,Japan,May-07,682
RoadStar,Japan,Jun-07,665
RoadStar,Japan,Jul-07,665
RoadStar,Japan,Aug-07,689
RoadStar,Japan,Sep-07,697
RoadStar,Japan,Oct-07,674
RoadStar,Japan,Nov-07,672
RoadStar,Japan,Dec-07,689
RoadStar,Japan,Jan-08,668
RoadStar,Japan,Feb-08,655
RoadStar,Japan,Mar-08,686
RoadStar,Japan,Apr-08,682
RoadStar,Japan,May-08,671
RoadStar,Japan,Jun-08,654
RoadStar,Japan,Jul-08,698
RoadStar,Japan,Aug-08,669
RoadStar,Japan,Sep-08,694
RoadStar,Japan,Oct-08,668
RoadStar,Japan,Nov-08,681
RoadStar,Japan,Dec-08,666
RoadLiner,US,Jan-07,819
RoadLiner,US,Feb-07,794
RoadLiner,US,Mar-07,819
RoadLiner,US,Apr-07,794
RoadLiner,US,May-07,813
RoadLiner,US,Jun-07,801
RoadLiner,US,Jul-07,814
RoadLiner,US,Aug-07,815
RoadLiner,US,Sep-07,806
RoadLiner,US,Oct-07,803
RoadLiner,US,Nov-07,808
RoadLiner,US,Dec-07,789
RoadLiner,US,Jan-08,791
RoadLiner,US,Feb-08,801
RoadLiner,US,Mar-08,777
RoadLiner,US,Apr-08,802
RoadLiner,US,May-08,811
RoadLiner,US,Jun-08,781
RoadLiner,US,Jul-08,792
RoadLiner,US,Aug-08,806
RoadLiner,US,Sep-08,822
RoadLiner,US,Oct-08,818
RoadLiner,US,Nov-08,786
RoadLiner,US,Dec-08,798
RoadLiner,Canada,Jan-07,818
RoadLiner,Canada,Feb-07,780
RoadLiner,Canada,Mar-07,797
RoadLiner,Canada,Apr-07,823
RoadLiner,Canada,May-07,816
RoadLiner,Canada,Jun-07,808
RoadLiner,Canada,Jul-07,803
RoadLiner,Canada,Aug-07,778
RoadLiner,Canada,Sep-07,823
RoadLiner,Canada,Oct-07,813
RoadLiner,Canada,Nov-07,799
RoadLiner,Canada,Dec-07,801
RoadLiner,Canada,Jan-08,804
RoadLiner,Canada,Feb-08,792
RoadLiner,Canada,Mar-08,819
RoadLiner,Canada,Apr-08,815
RoadLiner,Canada,May-08,826
RoadLiner,Canada,Jun-08,823
RoadLiner,Canada,Jul-08,789
RoadLiner,Canada,Aug-08,778
RoadLiner,Canada,Sep-08,804
RoadLiner,Canada,Oct-08,796
RoadLiner,Canada,Nov-08,816
RoadLiner,Canada,Dec-08,787
RoadLiner,Brazil,Jan-07,809
RoadLiner,Brazil,Feb-07,802
RoadLiner,Brazil,Mar-07,811
RoadLiner,Brazil,Apr-07,779
RoadLiner,Brazil,May-07,777
RoadLiner,Brazil,Jun-07,801
RoadLiner,Brazil,Jul-07,819
RoadLiner,Brazil,Aug-07,816
RoadLiner,Brazil,Sep-07,792
RoadLiner,Brazil,Oct-07,782
RoadLiner,Brazil,Nov-07,819
RoadLiner,Brazil,Dec-07,777
RoadLiner,Brazil,Jan-08,780
RoadLiner,Brazil,Feb-08,781
RoadLiner,Brazil,Mar-08,809
RoadLiner,Brazil,Apr-08,802
RoadLiner,Brazil,May-08,804
RoadLiner,Brazil,Jun-08,791
RoadLiner,Brazil,Jul-08,799
RoadLiner,Brazil,Aug-08,786
RoadLiner,Brazil,Sep-08,820
RoadLiner,Brazil,Oct-08,794
RoadLiner,Brazil,Nov-08,785
RoadLiner,Brazil,Dec-08,780
RoadLiner,Argentina,Jan-07,825
RoadLiner,Argentina,Feb-07,797
RoadLiner,Argentina,Mar-07,800
RoadLiner,Argentina,Apr-07,790
RoadLiner,Argentina,May-07,821
RoadLiner,Argentina,Jun-07,794
RoadLiner,Argentina,Jul-07,794
RoadLiner,Argentina,Aug-07,796
